Date,Open,High,Low,Close,Volume
04-23-2025,458.1700134277344,463.3800048828125,452.8800048828125,454.55999755859375,55801100
04-24-2025,456.4800109863281,467.6600036621094,455.8299865722656,467.3500061035156,45956100
04-25-2025,466.9700012207031,473.0899963378906,465.3900146484375,472.55999755859375,38697100
04-28-2025,473.0299987792969,474.80999755859375,466.0299987792969,472.4100036621094,33550800
04-29-2025,470.1700134277344,476.4200134277344,469.5899963378906,475.5299987792969,30613100
04-30-2025,467.1300048828125,477.20001220703125,462.42999267578125,475.4700012207031,46810600
05-01-2025,483.4100036621094,487.17999267578125,480.739990234375,481.67999267578125,43316500
05-02-2025,486.5400085449219,490.9100036621094,484.8299865722656,488.8299865722656,39218100
05-05-2025,484.6000061035156,489.0299987792969,484.1000061035156,485.92999267578125,28309500
05-06-2025,479.55999755859375,485.04998779296875,478.19000244140625,481.4100036621094,32786300
05-07-2025,482.0799865722656,485.79998779296875,476.7799987792969,483.29998779296875,38109900
05-08-2025,488.5299987792969,492.70001220703125,484.1700134277344,488.2900085449219,39412900
05-09-2025,490.2799987792969,491.5400085449219,486.2099914550781,487.8800048828125,20373260

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
01-02-2024,402.84171215039225,403.0898651884032,397.2830780405233,399.61572265625,58026900.0
01-03-2024,396.9753619804944,398.03746422996954,394.95045504511097,395.3871765136719,47002800.0
01-04-2024,393.5112080717863,396.6379306426437,393.13401056500635,393.3523864746094,39432800.0
01-05-2024,393.5211371343862,396.6081466799403,392.4193217891686,393.81890869140625,44867900.0
01-08-2024,395.04971042955367,402.24614870913854,394.9008246615034,401.95831298828125,42473800.0
01-09-2024,398.9407533453347,403.6854382166415,398.7422187982365,402.75238037109375,39132900.0
01-10-2024,403.0700457909873,406.49453972667374,402.1767008639439,405.4820861816406,33962800.0
01-11-2024,406.7625574506335,408.16214427231046,401.2535416258896,406.3258056640625,54536200.0
01-12-2024,407.3680313161463,408.21175772488306,405.1346539182594,406.53424072265625,39581400.0
01-16-2024,405.2934546455613,408.0826922955766,403.82437779427454,406.4945068359375,43903000.0
01-17-2024,403.169304259661,404.5787965978987,399.943314660414,404.20159912109375,54386000.0
01-18-2024,407.4871201217249,410.5245108118268,406.1371821670655,409.9388732910156,59562500.0
01-19-2024,412.1524297930296,418.22721147612486,411.56679224301826,418.0683898925781,70268500.0
01-22-2024,420.2819305726181,421.5921859321853,418.0088401780519,418.6143493652344,44880600.0
01-23-2024,419.3091489651431,420.5697857997683,417.4629048812153,420.3514099121094,33003800.0
01-24-2024,424.28217295187216,426.674372055235,422.187745399915,422.6840515136719,46948000.0
01-25-2024,425.1953557925735,425.870355123826,420.8477397166701,423.2002258300781,44367200.0
01-26-2024,421.3043055826492,423.0612181922162,420.02382742062906,420.678955078125,37137000.0
01-29-2024,421.13556777092185,425.18544251610695,420.48044008296193,424.9869079589844,38694700.0
01-30-2024,423.9446791299793,424.5203808807755,421.2447727186817,422.157958984375,36739000.0
01-31-2024,417.7408358983897,419.74590156748536,413.71083292993256,413.8894958496094,64010600.0
02-01-2024,415.6960765304657,419.2595507346498,414.72330565804486,418.76324462890625,51008600.0
02-02-2024,420.6690447199256,427.0614698097153,419.6665269811323,425.840576171875,59582300.0
02-05-2024,425.9001437498146,426.4361325524383,421.86020463764606,425.28472900390625,39889200.0
02-06-2024,426.4361265951778,427.04163580880805,422.07857464711026,424.4310607910156,35846100.0
02-07-2024,427.23020904430734,429.63231353953967,425.9199537057518,428.79852294921875,37712700.0
02-08-2024,428.9176825049018,430.35698244363766,428.2328078928952,429.5926818847656,29889900.0
02-09-2024,430.734157468731,434.61527495875947,429.9400797942806,433.8211669921875,36943900.0
02-12-2024,433.71199546014077,435.8957545094765,431.43890494407606,432.1238098144531,33203300.0
02-13-2024,424.1233350750162,428.0838480172426,422.1877291888388,425.3839416503906,64491700.0
02-14-2024,428.07395873161715,430.4462862023667,425.7115367844957,430.01947021484375,45092700.0
02-15-2024,430.7142892083879,431.7664556927263,428.1433970126776,431.2999267578125,38796100.0
02-16-2024,431.6771300185272,431.77636700387006,426.67435609717256,427.3890380859375,53661500.0
02-20-2024,425.3839490471561,426.9026445116606,420.37126952037295,424.1630554199219,53999500.0
02-21-2024,421.4135012064581,422.5550294804839,418.5150905198182,422.4656677246094,50179700.0
02-22-2024,431.28007991981656,435.87587941064345,430.50584358886897,434.8336486816406,53887800.0
02-23-2024,436.4019538285466,437.3350117330803,432.57048522270816,433.55316162109375,39853900.0
02-26-2024,434.36709005149754,435.35970221784373,433.1362303665872,433.3248291015625,33043200.0
02-27-2024,434.43658606996166,434.7541989454928,431.81607537502174,434.3670959472656,33713200.0
02-28-2024,432.2131428834322,433.4440026667669,431.09148619903,432.0543212890625,32938800.0
02-29-2024,434.99244391595084,436.83868801936825,431.80613702709377,435.7567443847656,42495200.0
03-01-2024,436.65012463825656,443.2807672273285,436.59057032636423,442.31793212890625,43809200.0
03-04-2024,442.3179349179366,442.74478121201923,440.4915319934369,440.73968505859375,34325700.0
03-05-2024,437.68247146732597,437.6924072838391,430.4463192940304,432.8285827636719,57917100.0
03-06-2024,437.0670047581934,438.72465014427263,433.6623522322808,435.5483093261719,46234500.0
03-07-2024,439.15153519410916,443.4197558515967,437.603032179318,442.1591491699219,44526700.0
03-08-2024,442.5164568673743,445.3255664484289,435.10164228025627,435.776611328125,71954300.0
03-11-2024,434.2778000308379,435.41929807263506,432.2230853803296,434.15869140625,45860000.0
03-12-2024,436.4813656143289,440.7396500639856,433.23550439283974,440.38232421875,55300900.0
03-13-2024,439.3797913360505,439.39966296732706,435.8758714253983,436.9975280761719,37928700.0
03-14-2024,438.2383022903819,438.76438556389274,433.16606830352464,435.895751953125,52195200.0
03-15-2024,432.8484352505753,435.62773746019997,429.54301946300234,430.7143249511719,73038800.0
03-18-2024,436.06461051031516,438.3605742247722,434.5836420272337,434.82220458984375,47323800.0
03-19-2024,432.8045382910624,436.31309139477713,430.6973923723623,435.90557861328125,43004100.0
03-20-2024,437.1081943269805,441.41187484295807,435.3986426649936,441.0739440917969,43653500.0
03-21-2024,446.15297829894706,446.6101752233874,442.96248811801075,443.1612548828125,39345700.0
03-22-2024,442.64438008964424,444.77136321757473,441.7895890577687,443.6681213378906,28229300.0
03-25-2024,440.85531260665005,443.54887052978523,439.8514692307558,442.0579833984375,27789200.0
03-26-2024,443.58858520265886,444.5129582338751,440.3980953818721,440.626708984375,34142000.0
03-27-2024,443.7277369503236,443.8271354848446,439.2451269333431,442.12750244140625,41359200.0
03-28-2024,442.077841642599,442.9326326859272,440.954701840876,441.3125305175781,36839600.0
04-01-2024,442.2666632281864,444.8111079660464,440.32849798178324,442.2467956542969,38729000.0
04-02-2024,437.40637350696596,438.7481779333621,435.3688399821171,438.43011474609375,44259700.0
04-03-2024,436.2931853637425,441.302574431378,436.28326674244977,439.41412353515625,39949800.0
04-04-2024,443.61838227140885,444.2346410425793,432.4665463196345,432.6951599121094,57267700.0
04-05-2024,434.1264521026199,440.4776458293539,433.31142652599976,437.7940368652344,54723000.0
04-08-2024,438.7283554807965,439.81172988743754,436.53179013640244,437.92327880859375,28144900.0
04-09-2024,440.268880585883,440.54717829110353,434.78242711203205,439.5433349609375,39521600.0
04-10-2024,434.34508463499066,436.57146620920383,433.62945765296865,435.7067565917969,61502200.0
04-11-2024,437.58530486966725,443.6184048391595,435.29925982514396,442.66424560546875,45474600.0
04-12-2024,438.42024611410295,439.5533046411986,434.2258821418016,435.607421875,53602600.0
04-15-2024,439.3743646809335,439.46381426696865,427.5963505381649,428.4411926269531,63453600.0
04-16-2024,428.28215995244386,431.1248004520584,427.08946847613385,428.48095703125,47619000.0
04-17-2024,430.4687713063223,430.48863887970884,422.31857705623514,423.25286865234375,56880500.0
04-18-2024,423.8989211095965,425.6382892751521,420.26115319205934,420.837646484375,46549400.0
04-19-2024,419.6549075000701,420.1816864022016,410.56050213994087,412.1308898925781,75136600.0
04-22-2024,414.77473764209736,418.62122159598886,411.4252160663763,416.27557373046875,47807700.0
04-23-2024,418.213715146909,423.6902503436787,416.325264147664,422.48760986328125,44384700.0
04-24-2024,425.5985890096038,427.11929265998185,421.62289001962966,423.9188537597656,48440300.0
04-25-2024,416.69299866894346,422.7360780796387,415.59970571969336,421.8713684082031,57392200.0
04-26-2024,425.02206053972037,429.92210186012693,424.32633147328625,428.38153076171875,41874900.0
04-29-2024,430.4986374251747,431.1248148789749,427.36778048835026,430.1209411621094,30022200.0
04-30-2024,428.5306418580008,429.9320793690748,421.93099741452374,422.010498046875,43665900.0
05-01-2024,420.5792391092832,427.526793526438,418.1043762633223,418.9591369628906,52251700.0
05-02-2024,422.7161718987801,425.2109326559096,418.07456043563815,424.30645751953125,36559000.0
05-03-2024,431.8006603779173,433.8282753119097,429.9917100969259,432.8343505859375,48515300.0
05-06-2024,434.6432882241486,437.6648280070857,433.8680281196253,437.57537841796875,30227200.0
05-07-2024,438.0226242148974,439.2848976550699,436.90940308002365,437.6449279785156,30996100.0
05-08-2024,435.0110711964072,438.7979221763024,434.89177474394637,437.38653564453125,24896700.0
05-09-2024,437.6548267735476,438.9171304887115,435.79619253550493,438.34063720703125,24580100.0
05-10-2024,439.8514844665781,441.6107204229223,437.8238694047022,439.3743896484375,27116600.0
05-13-2024,441.2926282142823,441.39202675305245,438.96684800150217,440.3881530761719,22994200.0
05-14-2024,439.9607534587685,443.75755301542756,439.7719053430275,443.2208251953125,34478300.0
05-15-2024,445.7056538341918,450.39697971455655,444.184950229549,450.14849853515625,41464700.0
05-16-2024,449.959645965884,451.92762780687053,449.0651197953174,449.2341003417969,34780400.0
05-17-2024,449.3632912813186,449.96960113416935,446.80892779949755,449.01544189453125,35803700.0
05-20-2024,449.2341394197118,452.81224441323,449.0452912822322,452.1463317871094,24474200.0
05-21-2024,450.287672135994,453.2197319159989,450.0888750553738,453.0308837890625,23167700.0
05-22-2024,453.2893164945457,454.04470900656946,450.3274098367153,452.9414367675781,25120000.0
05-23-2024,457.7520258165309,457.78184234537497,449.1048987978149,450.9039001464844,40899200.0
05-24-2024,452.5239728919007,456.44003853034314,450.81442124094525,455.1678161621094,29651000.0
05-28-2024,456.3903667186208,456.9469621609414,453.91550375786767,456.8873291015625,26216800.0
05-29-2024,452.71286342254785,455.45607515134446,452.5736993958368,453.6670227050781,29739200.0
05-30-2024,452.73271649368525,452.8718805159378,447.4748461559964,448.80670166015625,30714100.0
05-31-2024,449.0353390772498,449.7310985610512,440.3683137209429,447.9718322753906,55941300.0
06-03-2024,451.8083903269463,452.81223371954,445.1788987597775,450.37713623046875,32997500.0
06-04-2024,450.11870148213904,452.8122290903697,448.38928210498244,451.6095886230469,23767400.0
06-05-2024,455.19765811194037,460.79342885478496,451.64933955120875,460.71392822265625,33817400.0
06-06-2024,461.39971264345934,461.71777581835505,459.3820467717365,460.55487060546875,21966800.0
06-07-2024,460.1871653858833,462.9105095308985,459.03420902064926,460.14739990234375,25829700.0
06-10-2024,459.01431919638924,462.3638406330493,458.72607253600796,462.0060119628906,20719800.0
06-11-2024,460.72387241676694,465.2959321874115,459.22303638582815,465.1766357421875,22053300.0
06-12-2024,469.1225281024508,473.6051383840081,468.42679898408835,471.2694091796875,34532600.0
06-13-2024,474.81771621923315,475.4836591246592,471.53777679152455,473.82379150390625,25859000.0
06-14-2024,473.62498578850034,476.34836008469756,473.157839967531,476.2787780761719,23372600.0
06-17-2024,476.54714408972313,483.9021810490091,475.2351864943454,482.1131286621094,37054500.0
06-18-2024,482.063440285676,482.9480175176574,480.4930222351118,482.26220703125,24438600.0
06-20-2024,483.4648920564215,483.88232346697015,476.70618553173887,478.5449523925781,33918700.0
06-21-2024,478.2666605852058,479.60846508576105,475.76198109443226,477.2627868652344,39432900.0
06-24-2024,476.0303454875639,477.7724784027067,471.6899603501367,471.8293151855469,37751000.0
06-25-2024,473.92982765214083,477.5235842618228,472.9840862388635,477.2249450683594,29250200.0
06-26-2024,476.39868470271176,478.75805597826286,475.98058980959763,478.21051025390625,22737100.0
06-27-2024,477.96162376312043,480.9282381602352,477.1453027680209,479.4449157714844,26222100.0
06-28-2024,480.24132931728025,485.009804377067,476.3090743915452,476.9561462402344,34881600.0
07-01-2024,477.8819867258792,480.3209545126409,474.11898094653327,479.7535400390625,24898300.0
07-02-2024,478.25033001540146,484.85052984271175,478.1209095669621,484.7908020019531,26723600.0
07-03-2024,484.0342109510959,488.9619704978305,484.0342109510959,488.8325500488281,18064900.0
07-05-2024,489.67874147443626,494.3675593389876,489.3800718849898,493.9295349121094,28495900.0
07-08-2024,494.2978308254437,495.6616670817265,493.2724624416382,495.10418701171875,22109400.0
07-09-2024,496.6273180908013,497.7522430208902,494.0091364316496,495.5322570800781,25614500.0
07-10-2024,497.46355440684283,501.2564241916965,496.1495115315863,500.6989440917969,28046900.0
07-11-2024,500.8084714288421,501.01751887372984,488.5239491686358,489.7185363769531,49966600.0
07-12-2024,490.2959375419354,497.37396004854935,489.82804920549296,492.5955505371094,37109400.0
07-15-2024,494.3774792313232,498.7577233716833,491.86881880761507,493.9195556640625,31151400.0
07-16-2024,495.38294816768223,496.19926915513554,490.93304180388435,494.10870361328125,25950600.0
07-17-2024,486.0849618906109,486.60261332119603,479.5345552996865,479.6042175292969,56268800.0
07-18-2024,483.3472978145408,483.52648133293104,474.1289164391283,477.3344421386719,49347400.0
07-19-2024,476.9959415922219,479.5245313511087,471.809372018062,473.103515625,42042900.0
07-22-2024,478.99694454321184,481.17710180896916,475.56244189705,480.1517333984375,40300000.0
07-23-2024,479.2458381866789,482.25225092252134,477.981558373806,478.4593811035156,23282500.0
07-24-2024,471.68994429618385,472.05827609627306,460.43079095538235,461.296875,58818600.0
07-25-2024,461.63535057513343,465.836380804191,453.5817227700731,456.2098388671875,59256800.0
07-26-2024,460.5701641696498,463.8354178088728,457.7031062658662,460.88873291015625,39992100.0
07-29-2024,463.61637480717224,465.8064967772175,459.54476520046626,461.81451416015625,28218500.0
07-30-2024,463.7558108959114,464.46261063545194,452.1083952525205,455.47320556640625,41317200.0
07-31-2024,465.76667454850946,470.66456994014675,464.31324651936075,468.9523010253906,44552100.0
08-01-2024,469.63920781437156,473.4121479567119,453.93014818105814,457.5935974121094,56653900.0
08-02-2024,448.863060331411,451.53100522935887,442.4719077644408,446.732666015625,66323200.0
08-05-2024,422.8007291255903,440.3017161359523,421.546414050656,433.4128112792969,87483500.0
08-06-2024,435.26445938446454,445.06022037693447,432.6064489049222,437.5541076660156,63164400.0
08-07-2024,444.4827736124513,446.9814995118465,432.4172644998528,432.8154602050781,54929200.0
08-08-2024,439.0772285729269,446.9715722585002,435.1848021883716,446.05572509765625,47890100.0
08-09-2024,444.73164765967067,450.02773861767974,443.60672277185614,448.3851623535156,33574000.0
08-12-2024,449.3607948449375,452.3273788379459,446.5335353049843,449.350830078125,27795000.0
08-13-2024,453.7708680093339,460.7692634218396,453.63148279689347,460.5004577636719,40084500.0
08-14-2024,461.4263030901307,463.0190859947047,456.33925926895904,460.6498107910156,34733700.0
08-15-2024,466.6526726495438,472.6854271466294,466.2743761001581,472.2872314453125,38280600.0
08-16-2024,470.4953312452627,474.26830180128684,469.52969066645085,472.8945007324219,38383600.0
08-19-2024,473.0338920966615,479.1462739994683,471.2419657477301,479.1064453125,23737700.0
08-20-2024,478.19057442195395,480.76892733301804,476.3986481620322,478.1009826660156,29209300.0
08-21-2024,478.8874084800057,482.1924905795276,477.1652052071158,480.3309020996094,25658800.0
08-22-2024,482.6603814021867,483.3572466801833,471.67996836305514,472.7153015136719,37739600.0
08-23-2024,477.08556993932774,480.56983571182934,473.143380600377,477.8421630859375,36061500.0
08-26-2024,477.2946644624071,478.220476394492,471.1125593872627,473.203125,27452600.0
08-27-2024,471.5605539859083,475.6918918034219,469.5894440346769,474.61676025390625,27510000.0
08-28-2024,474.1488432070302,474.8755420430586,465.78661154667714,469.2310485839844,37372400.0
08-29-2024,471.1523759054323,475.7814658266737,467.25994960397594,468.5441589355469,41081500.0
08-30-2024,472.9044551869276,474.75607893127403,468.3948211220354,474.12890625,33466500.0
09-03-2024,471.0727590117474,471.20214908201854,457.34474294143126,459.73394775390625,44985200.0
09-04-2024,456.60805588804857,462.36207060099395,455.6722792409272,458.539306640625,32505100.0
09-05-2024,456.9066752215722,463.26793281179454,455.88130686094047,458.9673767089844,34452400.0
09-06-2024,458.260569077701,459.14658265747556,446.1751603520443,446.67291259765625,50624400.0
09-09-2024,451.0232310375074,453.4124355744246,447.7978064316884,452.41693115234375,32981200.0
09-10-2024,454.1889796697815,457.1058310486294,450.1970271400793,456.5981140136719,29680300.0
09-11-2024,457.8424401788252,467.25990345941494,449.25123219717636,466.5132751464844,57843000.0
09-12-2024,466.5431884079294,471.90897236695554,464.75129241952897,471.0926513671875,40175500.0
09-13-2024,470.3559965945637,474.3877778345382,470.12701961313286,473.203125,29111800.0
09-16-2024,471.0627857543321,471.72975676901467,467.77763299393825,471.112548828125,22585600.0
09-17-2024,474.1488812258597,475.4529897850827,468.8527896101697,471.3614501953125,30084400.0
09-18-2024,472.56600261469947,476.67741071769484,468.7133746450166,469.3206481933594,39909200.0
09-19-2024,480.440413858692,484.04416568094024,478.3299491721025,481.1870422363281,52782500.0
09-20-2024,480.32094227059173,481.5155597873976,476.1497761085855,480.27117919921875,34577700.0
09-23-2024,481.4545328286473,482.640850366717,480.1087070879797,481.54425048828125,24843000.0
09-24-2024,482.9598186385049,484.8240231519451,478.6831249040518,483.86700439453125,25952600.0
09-25-2024,483.23897054333213,486.2795443317962,483.05953522315605,484.3156433105469,26549900.0
09-26-2024,491.8422631756141,492.17125835967835,484.2956965593865,487.954345703125,32020200.0
09-27-2024,488.9811246193061,489.1207057003584,484.0564193197731,485.24273681640625,22851100.0
09-30-2024,484.2757374570207,486.8975982939018,481.42460830653164,486.55865478515625,30281100.0
10-01-2024,486.1898056570345,486.48886451106847,475.92168227108954,479.7796936035156,42735400.0
10-02-2024,478.8725078882411,482.3816273656089,476.24069870329294,480.4576110839844,23744000.0
10-03-2024,478.25444691528793,483.04955003130146,477.50676933474847,480.0987243652344,25337200.0
10-04-2024,485.9405764313014,486.3692375934672,480.89624764109163,485.81097412109375,30686600.0
10-07-2024,483.8869680030971,485.0633067429107,479.3809450518926,480.6071472167969,24975100.0
10-08-2024,483.15923483730273,488.4727168958394,482.35174546810964,487.78485107421875,28272000.0
10-09-2024,487.4857513571396,492.20111528269723,486.4390149805114,491.6228942871094,24995000.0
10-10-2024,489.3300644805617,492.9388501015995,488.01414462512105,491.0646667480469,25750400.0
10-11-2024,489.2203628430835,492.8590845771344,488.65215102887265,491.8322448730469,20644500.0
10-14-2024,494.2348187135991,497.2853408753872,493.726418635354,495.95947265625,26060100.0
10-15-2024,496.28844492873617,496.95638364496574,487.1667841921858,489.330078125,34784500.0
10-16-2024,489.65904556627453,490.1674760780814,486.06023859507707,489.389892578125,22996800.0
10-17-2024,494.90275215056863,494.95258515393766,489.66900902750683,489.72882080078125,27210700.0
10-18-2024,492.5301087142749,494.035442636669,491.77245236820977,492.9388427734375,25335000.0
10-21-2024,491.72263139969306,494.69341466131954,489.78863625441153,493.88592529296875,30336500.0
10-22-2024,491.20424619179255,495.90963167663193,490.4465898369971,494.4242248535156,26685800.0
10-23-2024,492.0615637296155,492.7195236486866,483.5479998607037,486.8477478027344,39346600.0
10-24-2024,490.5861300850279,491.47338873673766,487.92441497605495,490.7955017089844,22024900.0
10-25-2024,493.60678904569716,498.73085696087213,492.8989656912797,493.7862243652344,38762100.0
10-28-2024,496.916488943201,496.976300716809,493.5669079288349,493.865966796875,20477800.0
10-29-2024,494.1849827905077,499.7975541196288,492.3207781941025,498.6112365722656,28014100.0
10-30-2024,497.84361506430247,498.8006338320153,494.35445308345726,494.8429260253906,29756000.0
10-31-2024,490.85533090939475,490.9051639132044,482.25204917477026,482.35174560546875,41245200.0
11-01-2024,483.9966074918361,489.2303504152802,483.69754863687035,485.9206237792969,33655800.0
11-04-2024,485.3125247275959,487.864595020036,482.7504756656839,484.5050354003906,23291600.0
11-05-2024,486.1000597381435,491.3537602076177,486.0103420815346,490.6858215332031,24353600.0
11-06-2024,499.00999042840357,504.841881718078,498.05297163116376,504.0144348144531,43082200.0
11-07-2024,506.8256700187663,512.73733015701,506.7658582500825,511.9497375488281,32853100.0
11-08-2024,511.4513432889382,513.3255267130085,510.82328922416144,512.5479736328125,22924500.0
11-11-2024,513.774070806205,513.9834424127648,509.3378691854966,512.2488403320312,24167500.0
11-12-2024,512.1790995095207,513.0662973274696,508.25126710152693,511.32171630859375,25835300.0
11-13-2024,510.8133476964653,513.3853147659668,508.3709220958773,510.6637878417969,24567400.0
11-14-2024,510.3248373833927,511.202086844484,506.19764258916234,507.11480712890625,28679500.0
11-15-2024,501.38261867959363,501.7713952012952,492.95877244014196,495.0323486328125,51461100.0
11-18-2024,496.5875174805612,500.5851100268142,495.19185874342753,498.4716491699219,27192700.0
11-19-2024,495.8797260604786,502.3895043533527,495.54075211614304,501.9010009765625,24523000.0
11-20-2024,501.60192918938486,501.9209455857888,495.0223605231752,501.6119079589844,29565500.0
11-21-2024,504.6723678805058,505.3901395459976,496.01925366318784,503.4162902832031,34526700.0
11-22-2024,502.85806302821806,504.96151475229726,501.22312673009804,504.22381591796875,23826600.0
11-25-2024,508.32104916491807,509.86626772399495,502.69852968072695,505.02130126953125,26375200.0
11-26-2024,506.5066774767877,508.5603265162039,505.6593339061935,507.7328796386719,26557100.0
11-27-2024,506.5964289240894,506.66618904258314,500.37573083915373,503.73529052734375,24957400.0
11-29-2024,504.3633300196629,508.7596776658199,503.7452547791602,508.1615295410156,15334000.0
12-02-2024,509.42762098516585,514.6613638846421,509.0388140524132,513.6943359375,25147200.0
12-03-2024,512.3585292405829,515.5486323809755,511.78030821513613,515.2694702148438,18597900.0
12-04-2024,518.7088108930553,521.8989141052851,517.9910087683786,521.6397094726562,26086200.0
12-05-2024,521.689507909356,522.4172279095515,519.80534590885,520.1941528320312,18169600.0
12-06-2024,520.8620569024756,525.0889174852325,520.7324545957838,524.8496704101562,23762600.0
12-09-2024,523.9225567999812,524.7200673311128,519.6059481473477,520.7623901367188,20674400.0
12-10-2024,521.99858294802,523.7531427665872,517.5523716280675,518.9879150390625,24350000.0
12-11-2024,523.3743048572086,528.9669185403193,522.9656012200102,528.279052734375,32168600.0
12-12-2024,526.0460287635723,527.3220944429013,524.3911957347382,524.8696899414062,23577500.0
12-13-2024,528.8174164894651,531.5189858488804,525.6671675702225,528.88720703125,28780400.0
12-16-2024,531.4293352933635,537.4805468453278,531.3495659763669,536.5035400390625,31979900.0
12-17-2024,534.6990715532088,535.8155984486888,532.4759965312329,534.1408081054688,28579100.0
12-18-2024,533.492875441602,535.2174988418191,513.4152264907397,514.8706665039062,54703200.0
12-19-2024,519.576101377112,520.1443436340368,512.2389067316958,512.5778198242188,46441800.0
12-20-2024,508.85937724769343,523.1948531008555,507.712944414834,517.0538940429688,60530000.0
12-23-2024,518.7763669007879,522.470869711588,515.3614764173324,522.0914306640625,29672800.0
12-24-2024,524.0485322584022,529.2607302964886,523.4094706075514,529.1708984375,17558200.0
12-26-2024,527.5333389778602,530.4489740342622,525.5263221162263,528.8114013671875,19090500.0
12-27-2024,525.2267351908741,525.6660824304424,517.0888468707806,521.7818603515625,33839600.0
12-30-2024,514.7423974022865,518.5866402404552,511.0678538916629,514.8422241210938,34584000.0
12-31-2024,516.1303511956955,516.8891683491522,509.5002236457357,510.4687805175781,29117000.0
01-02-2025,513.534161708165,515.870704111665,504.95695643272836,509.4702453613281,36389800.0
01-03-2025,512.5855468367399,518.876214270739,511.7668215285793,517.8078002929688,29059500.0
01-06-2025,523.239726881552,527.1338830152287,521.2526998445645,523.7589111328125,36109700.0
01-07-2025,524.8073744683829,525.2067422646539,512.5157076399819,514.412841796875,36690300.0
01-08-2025,514.3130270674945,516.1502530505413,509.80973302054656,514.5027465820312,30777800.0
01-10-2025,510.7184045512355,510.81823127104343,503.1696640167018,506.4347839355469,40532500.0
01-13-2025,500.4536968562401,505.2664964430211,498.955930441633,504.80718994140625,31694200.0
01-14-2025,507.98246521320874,509.4003642097552,500.8431178147032,504.3279113769531,33737200.0
01-15-2025,512.2660850261747,517.0788540153866,510.69838510096264,515.9306030273438,34957600.0
01-16-2025,518.207218362087,518.2871163063428,512.1862287337499,512.3160400390625,28229000.0
01-17-2025,522.0714062167059,523.2896212209615,512.3459196801547,520.9630737304688,51837900.0
01-21-2025,523.699023857799,525.1867954798969,519.2856223520863,524.0185546875,23628000.0
01-22-2025,528.7814532060628,533.0251247604261,528.4719172481036,530.7185668945312,33593000.0
01-23-2025,528.2521869702515,531.9666792259658,527.6630996653944,531.8468627929688,23096600.0
01-24-2025,532.22633644199,532.9951484463661,527.3635928962776,528.8413696289062,19878300.0
01-27-2025,510.23909385806246,517.2186756257028,509.39035345878335,513.4443359375,60771700.0
01-28-2025,514.4528057450258,522.2212505417087,511.0179559555614,521.0330200195312,33194200.0
01-29-2025,521.6820822100884,521.8118935164292,516.1303634536972,520.0545043945312,26649000.0
01-30-2025,522.9301694920367,525.3165642441627,517.438359498841,522.2711181640625,27431300.0
01-31-2025,526.1353786930239,530.7285656818225,520.4139303866243,521.5122680664062,38845500.0
02-03-2025,512.7053954765727,520.0744112670776,510.2890160078782,517.3385009765625,40580800.0
02-04-2025,517.8577558683364,524.3280875345033,517.4583270975198,523.6890258789062,26046800.0
02-05-2025,521.0430121337988,526.2252866098556,519.8447867569009,526.0654907226562,21134100.0
02-06-2025,526.5747464776587,529.0211106171839,524.9571635327574,528.8114013671875,19434500.0
02-07-2025,529.3506385655694,531.3076811301025,521.4124638907397,522.141357421875,29605500.0
02-10-2025,526.4349076046266,529.5702465773193,525.9656367169049,528.4619140625,20852800.0
02-11-2025,525.176850812149,529.1309152421704,525.0470395107318,527.2037963867188,19325500.0
02-12-2025,521.522240157499,528.4019950074942,521.1727857139907,527.5133056640625,25009400.0
02-13-2025,529.190821985701,535.4215206592452,528.4020202629058,535.10205078125,28714800.0
02-14-2025,535.2118657811616,538.037668843142,534.8723452415906,537.3486938476562,17862600.0
02-18-2025,538.9262828029723,539.1959002552666,535.2417750467905,538.5668334960938,20565000.0
02-19-2025,537.7680771648068,540.0047320561414,535.6612335791547,538.7166748046875,19666900.0
02-20-2025,537.9277590296091,538.2972031880117,531.6671371127117,536.4299926757812,26550800.0
02-21-2025,537.5783027293683,537.5982924495162,524.927186702252,525.296630859375,47093800.0
02-24-2025,527.0939687454339,528.282199221784,518.7564266339529,519.0958862304688,39268400.0
02-25-2025,518.4668320054188,518.5467299482928,508.6814365808121,512.5556640625,48940000.0
02-26-2025,514.7624106136165,518.8862050191877,510.60857068019567,513.7938232421875,34457600.0
02-27-2025,517.3584760922864,518.2970788098012,499.3053813068577,499.5250549316406,52448000.0
02-28-2025,499.38529339387156,508.02240713965296,496.1900461196219,507.413330078125,47654000.0
03-03-2025,510.75829932931043,512.2760249711163,492.84501082888505,496.3098449707031,44587200.0
03-04-2025,493.44414810630246,502.98991062423903,487.0137349661512,494.8121032714844,67875400.0
03-05-2025,495.4611356242819,502.8800645204116,490.52848919261544,501.2624816894531,46323700.0
03-06-2025,492.95486828670147,497.83757093660563,485.4760310990004,487.4730529785156,57574300.0
03-07-2025,486.4345981651802,492.5454803049767,479.81446568968875,491.0577087402344,54714700.0
03-10-2025,482.73013113594277,483.2493458601562,467.96214564805655,472.0260925292969,76668000.0
03-11-2025,471.6466493194181,478.0970214694122,466.31460454838,470.89776611328125,68760800.0
03-12-2025,478.4465242260423,480.34368899120636,471.0875031883269,476.2098693847656,46971100.0
03-13-2025,475.5408338119963,475.5707879212251,465.73544909598814,467.6426086425781,46563300.0
